label,Comment,text,,,
Yes,,Ok u can take me shopping when u get paid =D,,,
Yes,,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",,,
Yes,,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",,,
Yes,,But pls dont play in others life.,,,
Yes,,Eatin my lunch...,,,
Yes,,Hmmm.but you should give it on one day..,,,
Yes,,"Didn't try, g and I decided not to head out",,,
Yes,,Ok no prob,,,
Yes,,Surly ill give it to you:-) while coming to review.,,,
Yes,,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",,,
Yes,,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,,,
Yes,,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,,,
No,,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",,,
Yes,,A guy who gets used but is too dumb to realize it.,,,
Yes,,"Okey dokey, i‰Û÷ll be over in a bit just sorting some stuff out.",,,
Yes,,Don no da:)whats you plan?,,,
Yes,,Yes fine ,,,
No,,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",,,
Yes,,I liked the new mobile,,,
Yes,,Anytime...,,,
Yes,,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,,,
Yes,,Yar but they say got some error.,,,
Yes,,Hey anyway i have to :-),,,
Yes,,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,,,
Yes,,Wif my family booking tour package.,,,
Yes,,"Did you say bold, then torch later. Or one torch and 2bold?",,,
Yes,,"Haha awesome, I might need to take you up on that, what you doin tonight?",,,
Yes,,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),,,
Yes,,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,,,
Yes,,Thats cool princess! I will cover your face in hot sticky cum :),,,
Yes,,Big brother‰Û÷s really scraped the barrel with this shower of social misfits,,,
Yes,,Oops i thk i dun haf enuff... I go check then tell Ì_..,,,
Yes,,S:)8 min to go for lunch:),,,
Yes,,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",,,
Yes,,"K will do, addie &amp; I are doing some art so I'll be here when you get home",,,
Yes,,My uncles in Atlanta. Wish you guys a great semester.,,,
Yes,,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",,,
Yes,,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,,,
Yes,,"Yup. Anything lor, if u dun wan it's ok...",,,
Yes,,"I'm home, my love ... If your still awake ... *loving kiss*",,,
Yes,,HELLO PEACH! MY CAKE TASTS LUSH!,,,
No,,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",,,
Yes,,"There'll be a minor shindig at my place later tonight, you interested?",,,
Yes,,Jason says it's cool if we pick some up from his place in like an hour,,,
No,,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",,,
Yes,,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,,,
Yes,,I've reached already.,,,
Yes,,I dont know ask to my brother. Nothing problem some thing that. Just i told .,,,
Yes,,K:)eng rocking in ashes:),,,
Yes,,Wat time r Ì_ going to xin's hostel?,,,
Yes,,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,,,
No,,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,,,
Yes,,Oh k:)after that placement there ah?,,,
Yes,,"Not for possession, especially not first offense",,,
Yes,,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",,,
Yes,,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,,,
Yes,,We have pizza if u want,,,
Yes,,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",,,
Yes,,Many more happy returns of the day. I wish you happy birthday.,,,
Yes,,Ya very nice. . .be ready on thursday,,,
Yes,,I am in hospital da. . I will return home in evening,,,
Yes,,"\Thinking of u ;) x\""""",,,
No,,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
Yes,,Orh i tot u say she now still dun believe.,,,
Yes,,"When you just put in the + sign, choose my number and the pin will show. Right?",,,
Yes,,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,,,
Yes,,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,,,
Yes,,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",,,
No,,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,,,
Yes,,Well boy am I glad G wasted all night at applebees for nothing,,,
No,,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,,,
Yes,,Ok lor... Or u wan me go look 4 u?,,,
Yes,,U wan 2 haf lunch i'm in da canteen now.,,,
Yes,,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,,,
Yes,,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",,,
No,,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,,,
No,,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082,,,
Yes,,I'm home. Doc gave me pain meds says everything is fine.,,,
Yes,,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900),,,
Yes,,Me too! Have a lovely night xxx,,,
Yes,,Prepare to be pleasured :),,,
Yes,,Hi.:)technical support.providing assistance to us customer through call and email:),,,
Yes,,if you text on your way to cup stop that should work. And that should be BUS,,,
Yes,,Whens your radio show?,,,
No,,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,,,
Yes,,I'm not sure if its still available though,,,
Yes,,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,,,
Yes,,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,,,
Yes,,Hi..i got the money da:),,,
Yes,,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",,,
Yes,,Ok then u tell me wat time u coming later lor.,,,
Yes,,U repeat e instructions again. Wat's e road name of ur house?,,,
Yes,,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",,,
Yes,,Quite lor. But dun tell him wait he get complacent...,,,
Yes,,Sorry completely forgot * will pop em round this week if your still here?,,,
Yes,,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,,,
Yes,,O we cant see if we can join denis and mina? Or does denis want alone time,,,
Yes,,Sen told that he is going to join his uncle finance in cbe,,,
Yes,,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,,,
Yes,,"Call me, i am senthil from hsbc.",,,
Yes,,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",,,
Yes,,Indeed and by the way it was either or - not both !,,,
No,,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",,,
Yes,,Holy living christ what is taking you so long,,,
Yes,,ÌÏ thk of wat to eat tonight.,,,
Yes,,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",,,
Yes,,We're on the opposite side from where we dropped you off,,,
Yes,,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,,,
Yes,,Send me your resume:-),,,
Yes,,Gd luck 4 ur exams :-),,,
Yes,,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,,,
Yes,,Sorry that was my uncle. I.ll keep in touch,,,
Yes,,Saw Guys and Dolls last night with Patrick Swayze it was great,,,
No,,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,,,
No,,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,,,
Yes,,Just come home. I don't want u to be miserable,,,
Yes,,I dont know why she.s not getting your messages,,,
Yes,,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",,,
Yes,,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",,,
Yes,,Reverse is cheating. That is not mathematics.,,,
Yes,,How do you plan to manage that,,,
Yes,,"Er, hello, things didn‰Û÷t quite go to plan ‰ÛÒ is limping slowly home followed by aa and with exhaust hanging off",,,
Yes,,Sorry for the delay. Yes masters,,,
Yes,,Call me when u finish then i come n pick u.,,,
No,,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,,,
Yes,,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,,,
Yes,,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",,,
Yes,,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",,,
Yes,,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,,,
Yes,,"fyi I'm at usf now, swing by the room whenever",,,
Yes,,i can call in  &lt;#&gt;  min if thats ok,,,
Yes,,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,,,
Yes,,ÌÏ no home work to do meh... ,,,
Yes,,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,,,
Yes,,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,,,
Yes,,How's ur paper?,,,
Yes,,Got smaller capacity one? Quite ex...,,,
No,,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,,,
Yes,,Im good! I have been thinking about you...,,,
No,,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),,,
Yes,,:-) :-),,,
Yes,,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,,,
Yes,,I am going to sleep. I am tired of travel.,,,
Yes,,"Haha, just what I was thinkin",,,
Yes,,Yup but it's not giving me problems now so mayb i'll jus leave it...,,,
Yes,,Lol no. Just trying to make your day a little more interesting,,,
Yes,,"How long before you get reply, just defer admission til next semester",,,
Yes,,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",,,
Yes,,Po de :-):):-):-):-). No need job aha.,,,
Yes,,Rats. Hey did u ever vote for the next themes?,,,
No,,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",,,
Yes,,I hope your pee burns tonite.,,,
Yes,,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",,,
Yes,,Yay can't wait to party together!,,,
Yes,,....photoshop makes my computer shut down.,,,
Yes,,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,,,
Yes,,That's one of the issues but california is okay. No snow so its manageable,,,
No,,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,,,
Yes,,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",,,
Yes,,"Awesome, that gonna be soon or later tonight?",,,
Yes,,I need details about that online job.,,,
No,,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 ,,,
Yes,,Missing you too.pray inshah allah,,,
Yes,,Pls help me tell Ashley that i cant find her number oh,,,
Yes,,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,,,
Yes,,S.this will increase the chance of winning.,,,
Yes,,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,,,
Yes,,Maybe you should find something else to do instead???,,,
Yes,,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,,,
Yes,,I liked your new house,,,
Yes,,I'm fine. Hope you are also,,,
Yes,,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",,,
Yes,,Same to u...,,,
Yes,,yes baby! I need to stretch open your pussy!,,,
Yes,,Thanks  and ! Or bomb and date as my phone wanted to say! ,,,
Yes,,Ok...,,,
Yes,,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",,,
Yes,,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"," always give response 2 who cares 4 U\""... Gud night..swt dreams..take care""",,
Yes,,Nokia phone is lovly..,,,
No,,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,,,
No,,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,,,
Yes,,Sorry da..today i wont come to play..i have driving clas..,,,
Yes,,I'm really sorry I lit your hair on fire,,,
Yes,,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",,,
Yes,,Okey dokey swashbuckling stuff what oh.,,,
Yes,,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",,,
Yes,,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,,,
Yes,,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,,,
Yes,,Well. You know what i mean. Texting,,,
Yes,,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...,,,
Yes,,Lol! Oops sorry! Have fun. ,,,
Yes,,Wat happened to the cruise thing,,,
Yes,,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",,,
No,,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,,,
Yes,,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,,,
No,,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,
Yes,,Yeah just open chat and click friend lists. Then make the list. Easy as pie,,,
Yes,,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,,,
Yes,,When/where do I pick you up,,,
Yes,,As usual u can call me ard 10 smth.,,,
Yes,,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",,,
Yes,,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,,,
Yes,,Poor girl can't go one day lmao,,,
Yes,,Or just do that 6times,,,
No,,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,,,
Yes,,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,,,
Yes,,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",,,
Yes,,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,,,
Yes,,Its worse if if uses half way then stops. Its better for him to complete it.,,,
Yes,,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,,,
Yes,,Send me the new number,,,
Yes,,Convey my regards to him,,,
No,,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,,,
Yes,,2 and half years i missed your friendship:-),,,
Yes,,I cant pick the phone right now. Pls send a message,,,
Yes,,Oh for fuck's sake she's in like tallahassee,,,
Yes,,"Haha, that was the first person I was gonna ask",,,
No,,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",,,
Yes,,Taka lor. Wat time u wan 2 come n look 4 us?,,,
No,,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,,,
Yes,,"\I;m reaching in another 2 stops.\""""",,,
Yes,,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",,,
No,,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,,,
Yes,,Will you come online today night,,,
Yes,,Then anything special?,,,
Yes,,"I'm in solihull, | do you want anything?",,,
Yes,,Will do. Have a good day,,,
Yes,,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,,,
Yes,,Love that holiday Monday feeling even if I have to go to the dentists in an hour,,,
Yes,,I am on the way to tirupur.,,,
No,,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",,,
Yes,,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,,,
Yes,,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,,,
Yes,,"Just dropped em off, omw back now",,,
No,,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",,,
Yes,,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,,,
Yes,,Re your call; You didn't see my facebook huh?,,,
Yes,,"G says you never answer your texts, confirm/deny",,,
Yes,,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",,,
Yes,,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,,,
Yes,,Oh yah... We never cancel leh... Haha ,,,
Yes,,We can go 4 e normal pilates after our intro...  ,,,
Yes,,Ok... Let u noe when i leave my house.,,,
Yes,,"Oh yes, why is it like torture watching england?",,,
Yes,,Wanna do some art?! :D,,,
Yes,,Just hopeing that wasn‰Û÷t too pissed up to remember and has gone off to his sisters or something!,,,
No,,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",,,
No,,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",,,
Yes,,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",,,
Yes,,Match started.india  &lt;#&gt;  for 2,,,
Yes,,Once free call me sir.,,,
Yes,,Hey do you want anything to buy:),,,
Yes,,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",,,
Yes,,K..k.:)congratulation ..,,,
Yes,,G wants to know where the fuck you are,,,
Yes,,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,,,
Yes,,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,,,
Yes,,ÌÏ go home liao? Ask dad to pick me up at 6...,,,
Yes,,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,,,
Yes,,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",,,
Yes,,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,,,
Yes,,Wrong phone! This phone! I answer this one but assume the other is people i don't well,,,
Yes,,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",,,
Yes,,I'm already back home so no probably not,,,
No,,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,,,
No,,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",,,
Yes,,I am in bus on the way to calicut,,,
Yes,,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,,,
Yes,,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,,,
No,,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",,,
Yes,,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,,,
Yes,,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,,,
Yes,,Doing my masters. When will you buy a bb cos i have for sale and how's bf,,,
Yes,,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",,,
Yes,,I'm vivek:)i got call from your number.,,,
Yes,,Why didn't u call on your lunch?,,,
Yes,,"What i mean was i left too early to check, cos i'm working a 9-6.",,,
Yes,,I want  &lt;#&gt;  rs da:)do you have it?,,,
Yes,,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",,,
Yes,,Yup ok...,,,
Yes,,I want to see your pretty pussy...,,,
No,,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,,,
Yes,,"A few people are at the game, I'm at the mall with iouri and kaila",,,
No,,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,,,
No,,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,,,
Yes,,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,,,
Yes,,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,,,
Yes,,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,,,
Yes,,Hey come online! Use msn... We are all there,,,
Yes,,I'm fine. Hope you are good. Do take care.,,,
Yes,,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,,,
Yes,,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,,,
Yes,,Yar... I tot u knew dis would happen long ago already.,,,
Yes,,You are gorgeous! keep those pix cumming :) thank you!,,,
Yes,,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",,,
Yes,,JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,,,
Yes,,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),,,
Yes,,So what u doing today?,,,
Yes,,I said its okay. Sorry,,,
Yes,,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,,,
Yes,,Networking job is there.,,,
No,,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,,,
Yes,,Dont let studying stress you out. L8r.,,,
Yes,,That's y u haf 2 keep me busy...,,,
Yes,,No rushing. I'm not working. I'm in school so if we rush we go hungry.,,,
Yes,,Which channel:-):-):):-).,,,
Yes,,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,,,
No,,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,,,
Yes,,"We made it! Eta at taunton is 12:30 as planned, hope that‰Û÷s still okday?! Good to see you! :-xx",,,
Yes,,I'm hungry buy smth home...,,,
Yes,,\HEY KATE," HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.\""""",,
Yes,,My drive can only be read. I need to write,,,
Yes,,"Just looked it up and addie goes back Monday, sucks to be her",,,
Yes,,Happy new year. Hope you are having a good semester,,,
Yes,,Esplanade lor. Where else...,,,
Yes,,Can you talk with me..,,,
Yes,,"Hmph. Go head, big baller.",,,
Yes,,Well its not like you actually called someone a punto. That woulda been worse.,,,
Yes,,"Nope. Since ayo travelled, he has forgotten his guy",,,
Yes,,You still around? Looking to pick up later,,,
No,,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,,,
Yes,,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,,,
Yes,,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,,,
Yes,,ILL B DOWN SOON,,,
Yes,,Oh k. . I will come tomorrow,,,
Yes,,Go fool dont cheat others ok,,,
Yes,,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",,,
Yes,,"By the way, 'rencontre' is to meet again. Mountains dont....",,,
No,,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,,,
Yes,,U attend ur driving lesson how many times a wk n which day?,,,
Yes,,"Uncle G, just checking up on you. Do have a rewarding month",,,
Yes,,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,,,
Yes,,I think the other two still need to get cash but we can def be ready by 9,,,
